name,salary,minutes.played,hourly.wage
A.J. English,1306000.0,3108.0,420.21
Alex English,8865000.0,38063.0,232.9
Jo Jo English,50000.0,577.0,86.66
Kim English,473604.0,407.0,1163.65
James Ennis,8974784.0,6542.0,1371.87
Tyler Ennis,6511265.0,2336.0,2787.36
Semih Erden,1235799.0,928.0,1331.68
Julius Erving,2539000.0,45227.0,56.14
Evan Eschmeyer,17003496.0,2138.0,7952.99
Vincenzo Esposito,500000.0,282.0,1773.05
Drew Eubanks,0.0,155.0,0.0
Brian Evans,1845325.0,1097.0,1682.16
Jacob Evans,1644240.0,619.0,2656.28
Jawun Evans,2193857.0,843.0,2602.44
Jeremy Evans,8946816.0,2626.0,3407.01
Maurice Evans,14611029.0,10918.0,1338.25
Mike Evans,425000.0,9858.0,43.11
Reggie Evans,32345618.0,15572.0,2077.17
Tyreke Evans,75536251.0,18242.0,4140.79
Daniel Ewing,1114209.0,1683.0,662.04
Patrick Ewing,125193120.0,40594.0,3084.03
Dante Exum,25425425.0,4423.0,5748.46
Christian Eyenga,3292560.0,1049.0,3138.76
Festus Ezeli,13276175.0,2394.0,5545.6
Kenneth Faried,57138200.0,11728.0,4871.95
Jordan Farmar,18706138.0,9840.0,1901.03
Desmon Farmer,359112.0,86.0,4175.72
Jim Farmer,175000.0,1454.0,120.36
Tony Farmer,1029750.0,1368.0,752.74
Vítor Faverani,2090000.0,488.0,4282.79
Derrick Favors,83154822.0,17176.0,4841.34
Nick Fazekas,427163.0,269.0,1587.97
Jamie Feick,9897250.0,4316.0,2293.15
Dave Feitl,668700.0,3001.0,222.83
Kay Felder,1032919.0,526.0,1963.72
Cristiano Felício,17714206.0,3421.0,5178.08
Carrick Felix,957384.0,38.0,25194.32
Raymond Felton,54171012.0,28829.0,1879.05
Terrance Ferguson,3903840.0,3748.0,1041.58
Rudy Fernández,5676523.0,5965.0,951.64
Rolando Ferreira,100000.0,34.0,2941.18
Duane Ferrell,9400000.0,8734.0,1076.25
Yogi Ferrell,4754678.0,5013.0,948.47
Danny Ferry,44243000.0,18133.0,2439.92
Kyrylo Fesenko,3517500.0,1107.0,3177.51
Kenny Fields,145000.0,2692.0,53.86
Landry Fields,19985799.0,6010.0,3325.42
Michael Finley,138576839.0,37996.0,3647.14
Dorian Finney-Smith,3401033.0,5776.0,588.82
Matt Fish,547500.0,512.0,1069.34
Derek Fisher,63238057.0,32719.0,1932.76
Gerald Fitch,359858.0,239.0,1505.68
Marcus Fizer,12725314.0,6032.0,2109.63
Vern Fleming,7982000.0,24721.0,322.88
Luis Flores,385277.0,77.0,5003.6
Sleepy Floyd,8350000.0,26383.0,316.49
Jonny Flynn,9576000.0,3738.0,2561.8
Jeff Foote,225341.0,39.0,5777.97
Bryn Forbes,4981082.0,5508.0,904.34
Gary Forbes,3473604.0,1504.0,2309.58
Alton Ford,1431334.0,524.0,2731.55
Sharrod Ford,116711.0,13.0,8977.77
Sherell Ford,1670800.0,139.0,12020.14
T.J. Ford,43534324.0,11882.0,3663.89
Joseph Forte,3029640.0,125.0,24237.12
Courtney Fortson,42009.0,95.0,442.2
Danny Fortson,42145240.0,8832.0,4771.88
Greg Foster,8888959.0,7974.0,1114.74
Jeff Foster,50070075.0,15750.0,3179.05
Rod Foster,262000.0,3446.0,76.03
Antonis Fotsis,332817.0,320.0,1040.05
Evan Fournier,57556245.0,14528.0,3961.75
Tremaine Fowlkes,1230143.0,1233.0,997.68
De'Aaron Fox,10080120.0,5774.0,1745.78
Rick Fox,34029278.0,23723.0,1434.44
Randy Foye,34376401.0,19279.0,1783.1
Adonal Foyle,63361840.0,13060.0,4851.6
Richie Frahm,2405044.0,1473.0,1632.75
Steve Francis,103501131.0,21632.0,4784.63
Tellis Frank,856000.0,4703.0,182.01
Jamaal Franklin,836394.0,174.0,4806.86
Melvin Frazier,1050000.0,92.0,11413.04
Michael Frazier,73685.0,66.0,1116.44
Tim Frazier,7021743.0,4818.0,1457.4
Anthony Frederick,260000.0,1640.0,158.54
Jimmer Fredette,8853437.0,3213.0,2755.5
World B. Free,1550000.0,26893.0,57.64
Joel Freeland,8925000.0,1821.0,4901.15
Matt Freije,526540.0,588.0,895.48
Channing Frye,68943714.0,19772.0,3486.94
Todd Fuller,4975240.0,2500.0,1990.1
Markelle Fultz,15366120.0,2228.0,6896.82
Lawrence Funderburke,15025000.0,4726.0,3179.22
Wenyen Gabriel,0.0,145.0,0.0
Dan Gadzuric,37609158.0,7793.0,4826.02
Deng Gai,92396.0,5.0,18479.2
Corey Gaines,13000.0,1002.0,12.97
Reece Gaines,4363920.0,605.0,7213.09
Sundiata Gaines,1450854.0,1311.0,1106.68
Danilo Gallinari,115095255.0,18553.0,6203.59
Langston Galloway,19947488.0,9121.0,2186.98
Kevin Gamble,11800000.0,14508.0,813.34
Jorge Garbajosa,12100000.0,1983.0,6101.87
Rubén Garcés,316969.0,73.0,4342.04
Alex Garcia,986977.0,159.0,6207.4
Francisco García,31044040.0,11853.0,2619.09
Thomas Gardner,812968.0,143.0,5685.09
Patricio Garino,131969.0,43.0,3069.05
Winston Garland,1977860.0,13391.0,147.7
Chris Garner,242000.0,442.0,547.51
Bill Garnett,563000.0,5260.0,107.03
Kevin Garnett,343872398.0,50418.0,6820.43
Marlon Garnett,287500.0,205.0,1402.44
Billy Garrett,42634.0,63.0,676.73
Dean Garrett,12947500.0,6969.0,1857.87
Diante Garrett,1388847.0,1197.0,1160.27
Tom Garrick,640000.0,4718.0,135.65
Kiwane Garris,61147.0,248.0,246.56
Pat Garrity,22788021.0,11062.0,2060.03
Marc Gasol,154944147.0,27539.0,5626.35
Pau Gasol,219902372.0,41001.0,5363.34
Chris Gatling,29498827.0,13760.0,2143.81
Kenny Gattison,6919000.0,9927.0,696.99
Rudy Gay,137046169.0,30993.0,4421.84
Andrew Gaze,810000.0,128.0,6328.12
Michael Gbinije,1150000.0,32.0,35937.5
Reggie Geary,492250.0,931.0,528.73
Alonzo Gee,12619492.0,9071.0,1391.19
Matt Geiger,44404000.0,12221.0,3633.42
Mickaël Gelabale,2051298.0,2348.0,873.64
Devean George,28656380.0,11682.0,2453.04
Paul George,111930699.0,21425.0,5224.3
Tate George,2073260.0,2019.0,1026.87
Marcus Georges-Hunt,1401549.0,272.0,5152.75
Derrick Gervin,155000.0,1082.0,143.25
George Gervin,1637000.0,35597.0,45.99
Daniel Gibson,22100174.0,9316.0,2372.28
Jonathan Gibson,742524.0,271.0,2739.94
Mike Gibson,80000.0,390.0,205.13
Taj Gibson,66508971.0,19941.0,3335.29
J.R. Giddens,1986000.0,247.0,8040.49
Trey Gilder,26917.0,5.0,5383.4
Harry Giles,4066440.0,1226.0,3316.84
Shai Gilgeous-Alexander,3375360.0,4199.0,803.85
Eddie Gill,2078299.0,2033.0,1022.28
Kendall Gill,43466195.0,29481.0,1474.38
Ben Gillery,100000.0,84.0,1190.48
Armen Gilliam,24590600.0,26421.0,930.72
Artis Gilmore,2132000.0,47134.0,45.23
Manu Ginóbili,130039615.0,26859.0,4841.57
Gordan Giriček,18940000.0,8824.0,2146.42
Mickell Gladness,248263.0,252.0,985.17
Gerald Glass,2658000.0,3347.0,794.14
Georgi Glouchkov,175000.0,772.0,226.68
Dion Glover,5628717.0,6132.0,917.93
Andreas Glyniadakis,161061.0,81.0,1988.41
Mike Gminski,11865000.0,24058.0,493.18
Rudy Gobert,50719660.0,13530.0,3748.68
Dan Godfread,100000.0,22.0,4545.45
Anthony Goldwire,911290.0,4951.0,184.06
Ryan Gomes,22567540.0,13463.0,1676.26
Grant Gondrezick,125000.0,1080.0,115.74
Drew Gooden,67930972.0,20127.0,3375.12
Steve Goodrich,470379.0,183.0,2570.38
Archie Goodwin,5721023.0,2396.0,2387.74
Brandon Goodwin,66319.0,424.0,156.41
Aaron Gordon,39610369.0,11115.0,3563.69
Ben Gordon,84617019.0,20366.0,4154.82
Drew Gordon,40000.0,71.0,563.38
Eric Gordon,109485266.0,21630.0,5061.73
Lancaster Gordon,200000.0,2581.0,77.49
Marcin Gortat,95091880.0,20691.0,4595.81
Andrew Goudelock,674204.0,475.0,1419.38
Devonte' Graham,988464.0,2637.0,374.84
Greg Graham,5600000.0,2530.0,2213.44
Joey Graham,8804185.0,6117.0,1439.3
Paul Graham,1225000.0,3354.0,365.24
Stephen Graham,3782274.0,2915.0,1297.52
Treveon Graham,3443683.0,2757.0,1249.07
Jim Grandholm,115000.0,168.0,684.52
Ron Grandison,762250.0,872.0,874.14
Danny Granger,70830790.0,18487.0,3831.38
Brian Grant,109842052.0,21417.0,5128.73
Gary Grant,10180969.0,12602.0,807.89
Greg Grant,720000.0,3350.0,214.93
Harvey Grant,22927875.0,20510.0,1117.89
Horace Grant,67957213.0,38621.0,1759.59
Jerami Grant,12888521.0,10698.0,1204.76
Jerian Grant,7568554.0,4918.0,1538.95
Josh Grant,150000.0,382.0,392.67
Paul Grant,3060301.0,111.0,27570.28
Donte Grantham,0.0,2.0,0.0
Aaron Gray,13065995.0,3851.0,3392.88
Devin Gray,238423.0,173.0,1378.17
Ed Gray,2497320.0,809.0,3086.92
Josh Gray,101376.0,109.0,930.06
Stuart Gray,1113200.0,3457.0,322.01
Sylvester Gray,160000.0,1220.0,131.15
Jeff Grayer,3220000.0,8277.0,389.03
A.C. Green,41218276.0,36552.0,1127.66
Danny Green,52693631.0,17116.0,3078.62
